"编号","区","性质","办园类型","办园等级","幼儿园","片区","园区/分园","地址","高德POI名称","高德POI地址","高德经纬度","距西岸网易研发中心","高德搜索链接","联系电话","托班计划","小班计划","对口居委/招生范围","招生类型","置信度","备注","主要来源"
"PD383","浦东","公办","公办","一级","上海市浦东新区未来之星幼儿园","浦东/待归类","上海市浦东新区未来之星幼儿园汤巷部","上海市浦东新区浦东新区环桥路1425号","高德地址坐标（非POI精确匹配）","上海市浦东新区环桥路1425号","121.602916,31.140558","高德直线约 13.81 km","https://ditu.amap.com/search?query=%E4%B8%8A%E6%B5%B7%E5%B8%82%E6%B5%A6%E4%B8%9C%E6%96%B0%E5%8C%BA%20%E4%B8%8A%E6%B5%B7%E5%B8%82%E6%B5%A6%E4%B8%9C%E6%96%B0%E5%8C%BA%E6%9C%AA%E6%9D%A5%E4%B9%8B%E6%98%9F%E5%B9%BC%E5%84%BF%E5%9B%AD%20%E4%B8%8A%E6%B5%B7%E5%B8%82%E6%B5%A6%E4%B8%9C%E6%96%B0%E5%8C%BA%E6%9C%AA%E6%9D%A5%E4%B9%8B%E6%98%9F%E5%B9%BC%E5%84%BF%E5%9B%AD%E6%B1%A4%E5%B7%B7%E9%83%A8%20%E4%B8%8A%E6%B5%B7%E5%B8%82%E6%B5%A6%E4%B8%9C%E6%96%B0%E5%8C%BA%E6%B5%A6%E4%B8%9C%E6%96%B0%E5%8C%BA%E7%8E%AF%E6%A1%A5%E8%B7%AF1425%E5%8F%B7","20921972","待电话确认","待电话确认","非徐汇区对口/招生范围需按所在区当年政策和居住地址核验。","政策待核验","B","公开名单采集；招生条件、收费和实际入读园区需电话确认。","上海本地宝《浦东新区幼儿园名单+电话查询》，2024-03-25：https://sh.bendibao.com/edu/2024325/284151.shtm"
"PD384","浦东","公办","公办","二级","上海市浦东新区盐仓幼儿园","浦东/祝桥","上海市浦东新区盐仓幼儿园","上海市浦东新区祝桥镇盐仓育兴路4号","盐仓幼儿园","祝桥镇盐仓育兴路4号","121.761288,31.086241","高德直线约 29.81 km","https://ditu.amap.com/search?query=%E4%B8%8A%E6%B5%B7%E5%B8%82%E6%B5%A6%E4%B8%9C%E6%96%B0%E5%8C%BA%20%E4%B8%8A%E6%B5%B7%E5%B8%82%E6%B5%A6%E4%B8%9C%E6%96%B0%E5%8C%BA%E7%9B%90%E4%BB%93%E5%B9%BC%E5%84%BF%E5%9B%AD%20%E4%B8%8A%E6%B5%B7%E5%B8%82%E6%B5%A6%E4%B8%9C%E6%96%B0%E5%8C%BA%E7%9B%90%E4%BB%93%E5%B9%BC%E5%84%BF%E5%9B%AD%20%E4%B8%8A%E6%B5%B7%E5%B8%82%E6%B5%A6%E4%B8%9C%E6%96%B0%E5%8C%BA%E7%A5%9D%E6%A1%A5%E9%95%87%E7%9B%90%E4%BB%93%E8%82%B2%E5%85%B4%E8%B7%AF4%E5%8F%B7","58092394","待电话确认","待电话确认","非徐汇区对口/招生范围需按所在区当年政策和居住地址核验。","政策待核验","B","公开名单采集；招生条件、收费和实际入读园区需电话确认。","上海本地宝《浦东新区幼儿园名单+电话查询》，2024-03-25：https://sh.bendibao.com/edu/2024325/284151.shtm"
"PD385","浦东","公办","公办","二级","华东师范大学附属浦东临港幼儿园","浦东/临港","华东师范大学附属浦东临港幼儿园","上海市浦东新区洛神花路8号","华东师范大学附属浦东临港幼儿园","南汇新城镇云皓路200号","121.924577,30.916846","高德直线约 51.74 km","https://ditu.amap.com/search?query=%E4%B8%8A%E6%B5%B7%E5%B8%82%E6%B5%A6%E4%B8%9C%E6%96%B0%E5%8C%BA%20%E5%8D%8E%E4%B8%9C%E5%B8%88%E8%8C%83%E5%A4%A7%E5%AD%A6%E9%99%84%E5%B1%9E%E6%B5%A6%E4%B8%9C%E4%B8%B4%E6%B8%AF%E5%B9%BC%E5%84%BF%E5%9B%AD%20%E5%8D%8E%E4%B8%9C%E5%B8%88%E8%8C%83%E5%A4%A7%E5%AD%A6%E9%99%84%E5%B1%9E%E6%B5%A6%E4%B8%9C%E4%B8%B4%E6%B8%AF%E5%B9%BC%E5%84%BF%E5%9B%AD%20%E4%B8%8A%E6%B5%B7%E5%B8%82%E6%B5%A6%E4%B8%9C%E6%96%B0%E5%8C%BA%E6%B4%9B%E7%A5%9E%E8%8A%B1%E8%B7%AF8%E5%8F%B7","021-58181879","待电话确认","待电话确认","非徐汇区对口/招生范围需按所在区当年政策和居住地址核验。","政策待核验","B","公开名单采集；招生条件、收费和实际入读园区需电话确认。","上海本地宝《浦东新区幼儿园名单+电话查询》，2024-03-25：https://sh.bendibao.com/edu/2024325/284151.shtm"
"PD386","浦东","公办","公办","二级","上海市浦东新区海港幼儿园","浦东/祝桥","上海市浦东新区海港幼儿园东海部","上海市浦东新区祝桥镇东港公路3005号","海港幼儿园(东海部)","东港公路与大沙路交叉口南160米","121.812687,31.091282","高德直线约 34.44 km","https://ditu.amap.com/search?query=%E4%B8%8A%E6%B5%B7%E5%B8%82%E6%B5%A6%E4%B8%9C%E6%96%B0%E5%8C%BA%20%E4%B8%8A%E6%B5%B7%E5%B8%82%E6%B5%A6%E4%B8%9C%E6%96%B0%E5%8C%BA%E6%B5%B7%E6%B8%AF%E5%B9%BC%E5%84%BF%E5%9B%AD%20%E4%B8%8A%E6%B5%B7%E5%B8%82%E6%B5%A6%E4%B8%9C%E6%96%B0%E5%8C%BA%E6%B5%B7%E6%B8%AF%E5%B9%BC%E5%84%BF%E5%9B%AD%E4%B8%9C%E6%B5%B7%E9%83%A8%20%E4%B8%8A%E6%B5%B7%E5%B8%82%E6%B5%A6%E4%B8%9C%E6%96%B0%E5%8C%BA%E7%A5%9D%E6%A1%A5%E9%95%87%E4%B8%9C%E6%B8%AF%E5%85%AC%E8%B7%AF3005%E5%8F%B7","68261303","待电话确认","待电话确认","非徐汇区对口/招生范围需按所在区当年政策和居住地址核验。","政策待核验","B","公开名单采集；招生条件、收费和实际入读园区需电话确认。","上海本地宝《浦东新区幼儿园名单+电话查询》，2024-03-25：https://sh.bendibao.com/edu/2024325/284151.shtm"
"PD387","浦东","公办","公办","二级","上海市浦东新区海港幼儿园","浦东/待归类","上海市浦东新区海港幼儿园丽港部","上海市浦东新区港怡路45号","浦东新区海港幼儿园","港怡路45号(老港文化中心东面)","121.842559,31.032458","高德直线约 39.03 km","https://ditu.amap.com/search?query=%E4%B8%8A%E6%B5%B7%E5%B8%82%E6%B5%A6%E4%B8%9C%E6%96%B0%E5%8C%BA%20%E4%B8%8A%E6%B5%B7%E5%B8%82%E6%B5%A6%E4%B8%9C%E6%96%B0%E5%8C%BA%E6%B5%B7%E6%B8%AF%E5%B9%BC%E5%84%BF%E5%9B%AD%20%E4%B8%8A%E6%B5%B7%E5%B8%82%E6%B5%A6%E4%B8%9C%E6%96%B0%E5%8C%BA%E6%B5%B7%E6%B8%AF%E5%B9%BC%E5%84%BF%E5%9B%AD%E4%B8%BD%E6%B8%AF%E9%83%A8%20%E4%B8%8A%E6%B5%B7%E5%B8%82%E6%B5%A6%E4%B8%9C%E6%96%B0%E5%8C%BA%E6%B8%AF%E6%80%A1%E8%B7%AF45%E5%8F%B7","58126739","待电话确认","待电话确认","非徐汇区对口/招生范围需按所在区当年政策和居住地址核验。","政策待核验","B","公开名单采集；招生条件、收费和实际入读园区需电话确认。","上海本地宝《浦东新区幼儿园名单+电话查询》，2024-03-25：https://sh.bendibao.com/edu/2024325/284151.shtm"
"PD388","浦东","公办","公办","二级","上海市浦东新区老港幼儿园","浦东/老港","上海市浦东新区老港幼儿园","上海市浦东新区老港镇建苑路12号","浦东新区老港幼儿园","建苑路12号","121.836638,31.038866","高德直线约 38.26 km","https://ditu.amap.com/search?query=%E4%B8%8A%E6%B5%B7%E5%B8%82%E6%B5%A6%E4%B8%9C%E6%96%B0%E5%8C%BA%20%E4%B8%8A%E6%B5%B7%E5%B8%82%E6%B5%A6%E4%B8%9C%E6%96%B0%E5%8C%BA%E8%80%81%E6%B8%AF%E5%B9%BC%E5%84%BF%E5%9B%AD%20%E4%B8%8A%E6%B5%B7%E5%B8%82%E6%B5%A6%E4%B8%9C%E6%96%B0%E5%8C%BA%E8%80%81%E6%B8%AF%E5%B9%BC%E5%84%BF%E5%9B%AD%20%E4%B8%8A%E6%B5%B7%E5%B8%82%E6%B5%A6%E4%B8%9C%E6%96%B0%E5%8C%BA%E8%80%81%E6%B8%AF%E9%95%87%E5%BB%BA%E8%8B%91%E8%B7%AF12%E5%8F%B7","021-58051940","待电话确认","待电话确认","非徐汇区对口/招生范围需按所在区当年政策和居住地址核验。","政策待核验","B","公开名单采集；招生条件、收费和实际入读园区需电话确认。","上海本地宝《浦东新区幼儿园名单+电话查询》，2024-03-25：https://sh.bendibao.com/edu/2024325/284151.shtm"
"PD389","浦东","公办","公办","二级","上海市浦东新区黄路幼儿园","浦东/惠南","上海市浦东新区黄路幼儿园南园","上海市浦东新区惠南镇黄路文卫路5号","高德地址坐标（非POI精确匹配）","上海市浦东新区惠南镇黄路镇文卫路5号","121.779606,31.023832","高德直线约 33.90 km","https://ditu.amap.com/search?query=%E4%B8%8A%E6%B5%B7%E5%B8%82%E6%B5%A6%E4%B8%9C%E6%96%B0%E5%8C%BA%20%E4%B8%8A%E6%B5%B7%E5%B8%82%E6%B5%A6%E4%B8%9C%E6%96%B0%E5%8C%BA%E9%BB%84%E8%B7%AF%E5%B9%BC%E5%84%BF%E5%9B%AD%20%E4%B8%8A%E6%B5%B7%E5%B8%82%E6%B5%A6%E4%B8%9C%E6%96%B0%E5%8C%BA%E9%BB%84%E8%B7%AF%E5%B9%BC%E5%84%BF%E5%9B%AD%E5%8D%97%E5%9B%AD%20%E4%B8%8A%E6%B5%B7%E5%B8%82%E6%B5%A6%E4%B8%9C%E6%96%B0%E5%8C%BA%E6%83%A0%E5%8D%97%E9%95%87%E9%BB%84%E8%B7%AF%E6%96%87%E5%8D%AB%E8%B7%AF5%E5%8F%B7","58270360-11","待电话确认","待电话确认","非徐汇区对口/招生范围需按所在区当年政策和居住地址核验。","政策待核验","B","公开名单采集；招生条件、收费和实际入读园区需电话确认。","上海本地宝《浦东新区幼儿园名单+电话查询》，2024-03-25：https://sh.bendibao.com/edu/2024325/284151.shtm"
"PD390","浦东","公办","公办","二级","上海市浦东新区黄路幼儿园","浦东/惠南","上海市浦东新区黄路幼儿园北园","上海市浦东新区惠南镇黄家路78号","高德地址坐标（非POI精确匹配）","上海市浦东新区惠南镇黄家路78号","121.777770,31.025745","高德直线约 33.65 km","https://ditu.amap.com/search?query=%E4%B8%8A%E6%B5%B7%E5%B8%82%E6%B5%A6%E4%B8%9C%E6%96%B0%E5%8C%BA%20%E4%B8%8A%E6%B5%B7%E5%B8%82%E6%B5%A6%E4%B8%9C%E6%96%B0%E5%8C%BA%E9%BB%84%E8%B7%AF%E5%B9%BC%E5%84%BF%E5%9B%AD%20%E4%B8%8A%E6%B5%B7%E5%B8%82%E6%B5%A6%E4%B8%9C%E6%96%B0%E5%8C%BA%E9%BB%84%E8%B7%AF%E5%B9%BC%E5%84%BF%E5%9B%AD%E5%8C%97%E5%9B%AD%20%E4%B8%8A%E6%B5%B7%E5%B8%82%E6%B5%A6%E4%B8%9C%E6%96%B0%E5%8C%BA%E6%83%A0%E5%8D%97%E9%95%87%E9%BB%84%E5%AE%B6%E8%B7%AF78%E5%8F%B7","68272042","待电话确认","待电话确认","非徐汇区对口/招生范围需按所在区当年政策和居住地址核验。","政策待核验","B","公开名单采集；招生条件、收费和实际入读园区需电话确认。","上海本地宝《浦东新区幼儿园名单+电话查询》，2024-03-25：https://sh.bendibao.com/edu/2024325/284151.shtm"
"PD391","浦东","公办","公办","二级","上海市浦东新区上南五村幼儿园","浦东/待归类","上海市浦东新区上南五村幼儿园","上海市浦东新区上南五村8号","高德地址坐标（非POI精确匹配）","上海市浦东新区上南五村8号","121.499926,31.180289","高德直线约 4.72 km","https://ditu.amap.com/search?query=%E4%B8%8A%E6%B5%B7%E5%B8%82%E6%B5%A6%E4%B8%9C%E6%96%B0%E5%8C%BA%20%E4%B8%8A%E6%B5%B7%E5%B8%82%E6%B5%A6%E4%B8%9C%E6%96%B0%E5%8C%BA%E4%B8%8A%E5%8D%97%E4%BA%94%E6%9D%91%E5%B9%BC%E5%84%BF%E5%9B%AD%20%E4%B8%8A%E6%B5%B7%E5%B8%82%E6%B5%A6%E4%B8%9C%E6%96%B0%E5%8C%BA%E4%B8%8A%E5%8D%97%E4%BA%94%E6%9D%91%E5%B9%BC%E5%84%BF%E5%9B%AD%20%E4%B8%8A%E6%B5%B7%E5%B8%82%E6%B5%A6%E4%B8%9C%E6%96%B0%E5%8C%BA%E4%B8%8A%E5%8D%97%E4%BA%94%E6%9D%918%E5%8F%B7","58833312","待电话确认","待电话确认","非徐汇区对口/招生范围需按所在区当年政策和居住地址核验。","政策待核验","B","公开名单采集；招生条件、收费和实际入读园区需电话确认。","上海本地宝《浦东新区幼儿园名单+电话查询》，2024-03-25：https://sh.bendibao.com/edu/2024325/284151.shtm"
"PD392","浦东","公办","公办","二级","上海市浦东新区金沁苑幼儿园","浦东/待归类","上海市浦东新区金沁苑幼儿园","上海市浦东新区鹤沙路241号","高德地址坐标（非POI精确匹配）","上海市浦东新区鹤沙路241号","121.598476,31.082934","高德直线约 15.59 km","https://ditu.amap.com/search?query=%E4%B8%8A%E6%B5%B7%E5%B8%82%E6%B5%A6%E4%B8%9C%E6%96%B0%E5%8C%BA%20%E4%B8%8A%E6%B5%B7%E5%B8%82%E6%B5%A6%E4%B8%9C%E6%96%B0%E5%8C%BA%E9%87%91%E6%B2%81%E8%8B%91%E5%B9%BC%E5%84%BF%E5%9B%AD%20%E4%B8%8A%E6%B5%B7%E5%B8%82%E6%B5%A6%E4%B8%9C%E6%96%B0%E5%8C%BA%E9%87%91%E6%B2%81%E8%8B%91%E5%B9%BC%E5%84%BF%E5%9B%AD%20%E4%B8%8A%E6%B5%B7%E5%B8%82%E6%B5%A6%E4%B8%9C%E6%96%B0%E5%8C%BA%E9%B9%A4%E6%B2%99%E8%B7%AF241%E5%8F%B7","58140016","待电话确认","待电话确认","非徐汇区对口/招生范围需按所在区当年政策和居住地址核验。","政策待核验","B","公开名单采集；招生条件、收费和实际入读园区需电话确认。","上海本地宝《浦东新区幼儿园名单+电话查询》，2024-03-25：https://sh.bendibao.com/edu/2024325/284151.shtm"
"PD393","浦东","公办","公办","二级","上海市浦东新区冰厂田书院幼儿园","浦东/书院","上海市浦东新区冰厂田书院幼儿园","上海市浦东新区崇实路108号","冰厂田书院幼儿园(书香部)","崇实路108号","121.880972,30.975794","高德直线约 44.93 km","https://ditu.amap.com/search?query=%E4%B8%8A%E6%B5%B7%E5%B8%82%E6%B5%A6%E4%B8%9C%E6%96%B0%E5%8C%BA%20%E4%B8%8A%E6%B5%B7%E5%B8%82%E6%B5%A6%E4%B8%9C%E6%96%B0%E5%8C%BA%E5%86%B0%E5%8E%82%E7%94%B0%E4%B9%A6%E9%99%A2%E5%B9%BC%E5%84%BF%E5%9B%AD%20%E4%B8%8A%E6%B5%B7%E5%B8%82%E6%B5%A6%E4%B8%9C%E6%96%B0%E5%8C%BA%E5%86%B0%E5%8E%82%E7%94%B0%E4%B9%A6%E9%99%A2%E5%B9%BC%E5%84%BF%E5%9B%AD%20%E4%B8%8A%E6%B5%B7%E5%B8%82%E6%B5%A6%E4%B8%9C%E6%96%B0%E5%8C%BA%E5%B4%87%E5%AE%9E%E8%B7%AF108%E5%8F%B7","58061001","待电话确认","待电话确认","非徐汇区对口/招生范围需按所在区当年政策和居住地址核验。","政策待核验","B","公开名单采集；招生条件、收费和实际入读园区需电话确认。","上海本地宝《浦东新区幼儿园名单+电话查询》，2024-03-25：https://sh.bendibao.com/edu/2024325/284151.shtm"
"PD394","浦东","公办","公办","二级","上海市浦东新区南汇实验幼儿园","浦东/惠南","上海市浦东新区南汇实验幼儿园向阳部","上海市浦东新区惠南镇少年路1号","浦东新区南汇实验幼儿园","少年路一号","121.756725,31.045475","高德直线约 30.91 km","https://ditu.amap.com/search?query=%E4%B8%8A%E6%B5%B7%E5%B8%82%E6%B5%A6%E4%B8%9C%E6%96%B0%E5%8C%BA%20%E4%B8%8A%E6%B5%B7%E5%B8%82%E6%B5%A6%E4%B8%9C%E6%96%B0%E5%8C%BA%E5%8D%97%E6%B1%87%E5%AE%9E%E9%AA%8C%E5%B9%BC%E5%84%BF%E5%9B%AD%20%E4%B8%8A%E6%B5%B7%E5%B8%82%E6%B5%A6%E4%B8%9C%E6%96%B0%E5%8C%BA%E5%8D%97%E6%B1%87%E5%AE%9E%E9%AA%8C%E5%B9%BC%E5%84%BF%E5%9B%AD%E5%90%91%E9%98%B3%E9%83%A8%20%E4%B8%8A%E6%B5%B7%E5%B8%82%E6%B5%A6%E4%B8%9C%E6%96%B0%E5%8C%BA%E6%83%A0%E5%8D%97%E9%95%87%E5%B0%91%E5%B9%B4%E8%B7%AF1%E5%8F%B7","021-58021284","待电话确认","待电话确认","非徐汇区对口/招生范围需按所在区当年政策和居住地址核验。","政策待核验","B","公开名单采集；招生条件、收费和实际入读园区需电话确认。","上海本地宝《浦东新区幼儿园名单+电话查询》，2024-03-25：https://sh.bendibao.com/edu/2024325/284151.shtm"
"PD395","浦东","公办","公办","二级","上海市浦东新区南汇实验幼儿园","浦东/惠南","上海市浦东新区南汇实验幼儿园通济部","上海市浦东新区浦东新区惠南镇拱鸣路218弄30号","浦东新区南汇实验幼儿园","少年路一号","121.756725,31.045475","高德直线约 30.91 km","https://ditu.amap.com/search?query=%E4%B8%8A%E6%B5%B7%E5%B8%82%E6%B5%A6%E4%B8%9C%E6%96%B0%E5%8C%BA%20%E4%B8%8A%E6%B5%B7%E5%B8%82%E6%B5%A6%E4%B8%9C%E6%96%B0%E5%8C%BA%E5%8D%97%E6%B1%87%E5%AE%9E%E9%AA%8C%E5%B9%BC%E5%84%BF%E5%9B%AD%20%E4%B8%8A%E6%B5%B7%E5%B8%82%E6%B5%A6%E4%B8%9C%E6%96%B0%E5%8C%BA%E5%8D%97%E6%B1%87%E5%AE%9E%E9%AA%8C%E5%B9%BC%E5%84%BF%E5%9B%AD%E9%80%9A%E6%B5%8E%E9%83%A8%20%E4%B8%8A%E6%B5%B7%E5%B8%82%E6%B5%A6%E4%B8%9C%E6%96%B0%E5%8C%BA%E6%B5%A6%E4%B8%9C%E6%96%B0%E5%8C%BA%E6%83%A0%E5%8D%97%E9%95%87%E6%8B%B1%E9%B8%A3%E8%B7%AF218%E5%BC%8430%E5%8F%B7","58021493","待电话确认","待电话确认","非徐汇区对口/招生范围需按所在区当年政策和居住地址核验。","政策待核验","B","公开名单采集；招生条件、收费和实际入读园区需电话确认。","上海本地宝《浦东新区幼儿园名单+电话查询》，2024-03-25：https://sh.bendibao.com/edu/2024325/284151.shtm"
"PD396","浦东","公办","公办","二级","上海市浦东新区致立学校","浦东/惠南","上海市浦东新区致立学校","上海市浦东新区惠南镇东门路85号","上海市浦东新区致立学校","东门路85号","121.766346,31.046235","高德直线约 31.72 km","https://ditu.amap.com/search?query=%E4%B8%8A%E6%B5%B7%E5%B8%82%E6%B5%A6%E4%B8%9C%E6%96%B0%E5%8C%BA%20%E4%B8%8A%E6%B5%B7%E5%B8%82%E6%B5%A6%E4%B8%9C%E6%96%B0%E5%8C%BA%E8%87%B4%E7%AB%8B%E5%AD%A6%E6%A0%A1%20%E4%B8%8A%E6%B5%B7%E5%B8%82%E6%B5%A6%E4%B8%9C%E6%96%B0%E5%8C%BA%E8%87%B4%E7%AB%8B%E5%AD%A6%E6%A0%A1%20%E4%B8%8A%E6%B5%B7%E5%B8%82%E6%B5%A6%E4%B8%9C%E6%96%B0%E5%8C%BA%E6%83%A0%E5%8D%97%E9%95%87%E4%B8%9C%E9%97%A8%E8%B7%AF85%E5%8F%B7","021-68002719-8008","待电话确认","待电话确认","非徐汇区对口/招生范围需按所在区当年政策和居住地址核验。","政策待核验","B","公开名单采集；招生条件、收费和实际入读园区需电话确认。","上海本地宝《浦东新区幼儿园名单+电话查询》，2024-03-25：https://sh.bendibao.com/edu/2024325/284151.shtm"
"PD397","浦东","公办","公办","二级","上海市浦东新区荡湾幼儿园","浦东/惠南","上海市浦东新区荡湾幼儿园荡湾部","上海市浦东新区惠南镇荡湾路21号","浦东新区荡湾幼儿园","听康路209号","121.747980,31.066891","高德直线约 29.25 km","https://ditu.amap.com/search?query=%E4%B8%8A%E6%B5%B7%E5%B8%82%E6%B5%A6%E4%B8%9C%E6%96%B0%E5%8C%BA%20%E4%B8%8A%E6%B5%B7%E5%B8%82%E6%B5%A6%E4%B8%9C%E6%96%B0%E5%8C%BA%E8%8D%A1%E6%B9%BE%E5%B9%BC%E5%84%BF%E5%9B%AD%20%E4%B8%8A%E6%B5%B7%E5%B8%82%E6%B5%A6%E4%B8%9C%E6%96%B0%E5%8C%BA%E8%8D%A1%E6%B9%BE%E5%B9%BC%E5%84%BF%E5%9B%AD%E8%8D%A1%E6%B9%BE%E9%83%A8%20%E4%B8%8A%E6%B5%B7%E5%B8%82%E6%B5%A6%E4%B8%9C%E6%96%B0%E5%8C%BA%E6%83%A0%E5%8D%97%E9%95%87%E8%8D%A1%E6%B9%BE%E8%B7%AF21%E5%8F%B7","58006400","待电话确认","待电话确认","非徐汇区对口/招生范围需按所在区当年政策和居住地址核验。","政策待核验","B","公开名单采集；招生条件、收费和实际入读园区需电话确认。","上海本地宝《浦东新区幼儿园名单+电话查询》，2024-03-25：https://sh.bendibao.com/edu/2024325/284151.shtm"
"PD398","浦东","公办","公办","二级","上海市浦东新区荡湾幼儿园","浦东/惠南","上海市浦东新区荡湾幼儿园听康部","上海市浦东新区惠南镇听康路209号","浦东新区荡湾幼儿园","听康路209号","121.747980,31.066891","高德直线约 29.25 km","https://ditu.amap.com/search?query=%E4%B8%8A%E6%B5%B7%E5%B8%82%E6%B5%A6%E4%B8%9C%E6%96%B0%E5%8C%BA%20%E4%B8%8A%E6%B5%B7%E5%B8%82%E6%B5%A6%E4%B8%9C%E6%96%B0%E5%8C%BA%E8%8D%A1%E6%B9%BE%E5%B9%BC%E5%84%BF%E5%9B%AD%20%E4%B8%8A%E6%B5%B7%E5%B8%82%E6%B5%A6%E4%B8%9C%E6%96%B0%E5%8C%BA%E8%8D%A1%E6%B9%BE%E5%B9%BC%E5%84%BF%E5%9B%AD%E5%90%AC%E5%BA%B7%E9%83%A8%20%E4%B8%8A%E6%B5%B7%E5%B8%82%E6%B5%A6%E4%B8%9C%E6%96%B0%E5%8C%BA%E6%83%A0%E5%8D%97%E9%95%87%E5%90%AC%E5%BA%B7%E8%B7%AF209%E5%8F%B7","58256121","待电话确认","待电话确认","非徐汇区对口/招生范围需按所在区当年政策和居住地址核验。","政策待核验","B","公开名单采集；招生条件、收费和实际入读园区需电话确认。","上海本地宝《浦东新区幼儿园名单+电话查询》，2024-03-25：https://sh.bendibao.com/edu/2024325/284151.shtm"
"PD399","浦东","公办","公办","二级","上海市浦东新区溪平幼儿园","浦东/待归类","上海市浦东新区溪平幼儿园","上海市浦东新区溪平路299号","溪平幼儿园","溪平路299号","121.691634,31.260593","高德直线约 24.98 km","https://ditu.amap.com/search?query=%E4%B8%8A%E6%B5%B7%E5%B8%82%E6%B5%A6%E4%B8%9C%E6%96%B0%E5%8C%BA%20%E4%B8%8A%E6%B5%B7%E5%B8%82%E6%B5%A6%E4%B8%9C%E6%96%B0%E5%8C%BA%E6%BA%AA%E5%B9%B3%E5%B9%BC%E5%84%BF%E5%9B%AD%20%E4%B8%8A%E6%B5%B7%E5%B8%82%E6%B5%A6%E4%B8%9C%E6%96%B0%E5%8C%BA%E6%BA%AA%E5%B9%B3%E5%B9%BC%E5%84%BF%E5%9B%AD%20%E4%B8%8A%E6%B5%B7%E5%B8%82%E6%B5%A6%E4%B8%9C%E6%96%B0%E5%8C%BA%E6%BA%AA%E5%B9%B3%E8%B7%AF299%E5%8F%B7","021-58882066","待电话确认","待电话确认","非徐汇区对口/招生范围需按所在区当年政策和居住地址核验。","政策待核验","B","公开名单采集；招生条件、收费和实际入读园区需电话确认。","上海本地宝《浦东新区幼儿园名单+电话查询》，2024-03-25：https://sh.bendibao.com/edu/2024325/284151.shtm"
"PD400","浦东","公办","公办","二级","上海市浦东新区周泰幼儿园","浦东/周浦","上海市浦东新区周泰幼儿园","上海市浦东新区周浦镇韵涛路770号","上海浦东新区周泰幼儿园","韵涛路770号","121.604113,31.106094","高德直线约 14.90 km","https://ditu.amap.com/search?query=%E4%B8%8A%E6%B5%B7%E5%B8%82%E6%B5%A6%E4%B8%9C%E6%96%B0%E5%8C%BA%20%E4%B8%8A%E6%B5%B7%E5%B8%82%E6%B5%A6%E4%B8%9C%E6%96%B0%E5%8C%BA%E5%91%A8%E6%B3%B0%E5%B9%BC%E5%84%BF%E5%9B%AD%20%E4%B8%8A%E6%B5%B7%E5%B8%82%E6%B5%A6%E4%B8%9C%E6%96%B0%E5%8C%BA%E5%91%A8%E6%B3%B0%E5%B9%BC%E5%84%BF%E5%9B%AD%20%E4%B8%8A%E6%B5%B7%E5%B8%82%E6%B5%A6%E4%B8%9C%E6%96%B0%E5%8C%BA%E5%91%A8%E6%B5%A6%E9%95%87%E9%9F%B5%E6%B6%9B%E8%B7%AF770%E5%8F%B7","50713317","待电话确认","待电话确认","非徐汇区对口/招生范围需按所在区当年政策和居住地址核验。","政策待核验","B","公开名单采集；招生条件、收费和实际入读园区需电话确认。","上海本地宝《浦东新区幼儿园名单+电话查询》，2024-03-25：https://sh.bendibao.com/edu/2024325/284151.shtm"
"PD401","浦东","公办","公办","二级","上海市浦东新区瓦屑幼儿园","浦东/周浦","上海市浦东新区瓦屑幼儿园瓦屑部","上海市浦东新区周浦镇瓦屑镇建设路14号","瓦屑幼儿园","瓦屑镇建设路14号","121.654885,31.106568","高德直线约 19.45 km","https://ditu.amap.com/search?query=%E4%B8%8A%E6%B5%B7%E5%B8%82%E6%B5%A6%E4%B8%9C%E6%96%B0%E5%8C%BA%20%E4%B8%8A%E6%B5%B7%E5%B8%82%E6%B5%A6%E4%B8%9C%E6%96%B0%E5%8C%BA%E7%93%A6%E5%B1%91%E5%B9%BC%E5%84%BF%E5%9B%AD%20%E4%B8%8A%E6%B5%B7%E5%B8%82%E6%B5%A6%E4%B8%9C%E6%96%B0%E5%8C%BA%E7%93%A6%E5%B1%91%E5%B9%BC%E5%84%BF%E5%9B%AD%E7%93%A6%E5%B1%91%E9%83%A8%20%E4%B8%8A%E6%B5%B7%E5%B8%82%E6%B5%A6%E4%B8%9C%E6%96%B0%E5%8C%BA%E5%91%A8%E6%B5%A6%E9%95%87%E7%93%A6%E5%B1%91%E9%95%87%E5%BB%BA%E8%AE%BE%E8%B7%AF14%E5%8F%B7","021-58152293","待电话确认","待电话确认","非徐汇区对口/招生范围需按所在区当年政策和居住地址核验。","政策待核验","B","公开名单采集；招生条件、收费和实际入读园区需电话确认。","上海本地宝《浦东新区幼儿园名单+电话查询》，2024-03-25：https://sh.bendibao.com/edu/2024325/284151.shtm"
